rndrng_npi,rndrng_prvdr_city,rndrng_prvdr_state_abrvtn,rndrng_prvdr_type,avg_mdcr_alowd_amt,avg_mdcr_pymt_amt,avg_mdcr_stdzd_amt,tot_benes,tot_bene_day_srvcs
1427167915,San Luis Obispo,CA,Mass Immunizer Roster Biller,41.687210031,41.687210031,39.2,316.0,319.0
1083662811,Wilmington,NC,Physician Assistant,54.821818182,41.96030303,43.400909091,28.0,29.0
1922495779,Fayetteville,AR,Orthopedic Surgery,26.506666667,16.543333333,20.437333333,15.0,15.0
1578805958,Hudson,NH,Family Practice,18.782222222,18.782222222,18.31,18.0,18.0
1285186809,Media,PA,Nurse Practitioner,77.17462585,53.236190476,56.844897959,56.0,147.0
1104806504,Newark,DE,Interventional Pain Management,52.937758621,42.437758621,41.852758621,45.0,58.0
1912909615,Wheeling,IL,Internal Medicine,141.65054795,141.65054795,129.89,73.0,73.0
1093317646,Hampton,SC,Physician Assistant,2.2205882353,2.2205882353,2.21,15.0,17.0
1194230961,Atlanta,GA,Nurse Practitioner,28.4396875,22.6996875,22.61,14.0,32.0
1780034926,Carbondale,IL,Family Practice,124.50617284,99.306419753,106.41728395,75.0,81.0
1679992416,Charlotte,NC,Cardiology,21.334823529,16.474117647,16.504823529,85.0,85.0
1386633238,Marietta,GA,Diagnostic Radiology,52.857391304,42.186086957,41.176956522,23.0,23.0
1407017940,Olean,NY,Cardiology,8.3386046512,8.3386046512,8.2923255814,38.0,43.0
1801059472,Placerville,CA,Pulmonary Disease,222.60620513,175.93605128,169.78553846,92.0,195.0
1184720823,Hampton,VA,Nephrology,2.2220915033,2.2220915033,2.21,113.0,153.0
1386264950,Champaign,IL,Physician Assistant,45.514814815,36.274814815,35.74,27.0,27.0
1154558104,Traverse City,MI,Urology,95.512365591,67.275913978,68.870268817,161.0,186.0
1780679365,Dublin,GA,Internal Medicine,7.6636185819,7.6636185819,7.61,443.0,818.0
1245293349,West Bridgewater,MA,Anesthesiology,63.62877095,50.374301676,49.508212291,34.0,179.0
1851556229,Cottonwood,ID,Family Practice,37.782666667,37.782666667,129.89,15.0,15.0
1083655237,Baton Rouge,LA,Rheumatology,107.98090909,70.347272727,73.900909091,11.0,11.0
1073517843,Bowling Green,KY,Family Practice,192.7584,150.6224,160.162,23.0,25.0
1194846923,Pensacola,FL,Nephrology,128.06039768,88.06981773,87.674573322,800.0,1207.0
1548258221,Saint Cloud,MN,Ophthalmology,126.70135593,78.911118644,80.040610169,287.0,295.0
1457779068,La Jolla,CA,Critical Care (Intensivists),30.161287554,22.831287554,20.339785408,210.0,233.0
1134518087,Chicago,IL,Ophthalmology,61.384117647,49.080588235,45.58,14.0,17.0
1184808750,Pleasanton,CA,Endocrinology,38.992573529,29.8,26.540882353,60.0,136.0
1215106836,Clayton,NC,Dermatology,135.69851064,101.66808511,105.3606383,45.0,47.0
1760489926,Santa Fe,NM,Nurse Practitioner,137.65724638,83.27826087,87.164492754,69.0,69.0
1538189782,Pendleton,OR,Physician Assistant,11.638333333,7.9225,8.3516666667,11.0,12.0
1326211384,Wausau,WI,Pathology,69.062302632,53.587467105,54.782911184,293.0,298.0
1538128665,Apo,ZZ,Family Practice,87.594444444,69.878888889,82.55,17.0,27.0
1700204682,Stanford,CA,Diagnostic Radiology,155.21764706,124.84705882,117.74529412,16.0,17.0
1639145618,Spokane,WA,Orthopedic Surgery,223.28769231,165.04307692,162.40307692,26.0,26.0
1205852803,Martinsville,VA,General Surgery,182.77142857,182.77142857,183.14,21.0,21.0
1740470855,Tacoma,WA,Diagnostic Radiology,35.152307692,26.968076923,26.191153846,52.0,52.0
1558621656,Danbury,CT,Ophthalmology,40.559255319,30.458723404,27.801223404,180.0,188.0
1922025535,Bowling Green,KY,Pulmonary Disease,24.960428571,24.960428571,28.15,35.0,70.0
1356791503,Hackensack,NJ,Neurology,76.762881356,60.642429379,55.305988701,108.0,177.0
1356984322,Little River,SC,Physician Assistant,101.74631579,78.965263158,85.210789474,38.0,38.0
1376026047,Wichita,KS,Physician Assistant,86.297865169,61.869550562,69.315280899,83.0,89.0
1346458205,Providence,RI,Psychiatry,100.06416327,79.799755102,101.83673469,64.0,245.0
1265755417,Monterey,CA,Family Practice,6.3895,6.3895,6.34,19.0,20.0
1477909240,Fairfax,VA,Hematology-Oncology,21.89,21.89,21.89,11.0,13.0
1043585573,Dixon,IL,Nurse Practitioner,36.173571429,27.352142857,27.067857143,14.0,14.0
1265464515,Clifton,NJ,Podiatry,37.479571429,26.450142857,23.064,39.0,70.0
1255623385,Louisville,GA,Mass Immunizer Roster Biller,36.335090909,36.335090909,39.2,55.0,55.0
1124619788,South Bend,IN,Physical Therapist in Private Practice,9.8166583541,7.3725935162,8.0763341646,76.0,401.0
1083726319,Glen Ellyn,IL,Diagnostic Radiology,388.9130303,303.50333333,283.89818182,33.0,33.0
1992852289,Paintsville,KY,Optometry,67.942631579,46.805789474,65.574078947,50.0,76.0
1942306261,Worcester,MA,Gastroenterology,106.52666667,85.382,77.523333333,15.0,15.0
1255447223,Melbourne,FL,Certified Registered Nurse Anesthetist (CRNA),143.88870588,114.78364706,112.13011765,71.0,85.0
1225170806,Linthicum,MD,Internal Medicine,40.901971831,40.901971831,40.552535211,70.0,71.0
1356337414,Lancaster,PA,Diagnostic Radiology,45.06,35.97,35.31,14.0,14.0
1083251672,Maricopa,AZ,Nurse Practitioner,46.74,35.682258065,36.784516129,30.0,31.0
1245280007,Glendale,CA,Geriatric Medicine,143.03576159,116.02331126,107.78642384,216.0,302.0
1366476186,Shelbyville,KY,Mass Immunizer Roster Biller,35.64,35.64,39.2,19.0,19.0
1629117890,Bemidji,MN,Diagnostic Radiology,47.376818182,27.626818182,26.705909091,21.0,21.0
1730627944,Reading,PA,Nurse Practitioner,97.645384615,77.953846154,80.790769231,12.0,12.0
1982607420,Baton Rouge,LA,Nurse Practitioner,0.4481818182,0.2879545455,0.3311363636,11.0,11.0
1134647183,Oklahoma City,OK,Urology,31.35037037,25.102222222,26.963703704,27.0,27.0
1437515855,Spokane Valley,WA,Physician Assistant,76.312214984,57.408794788,56.932019544,36.0,307.0
1679830905,Mitchell,SD,Dermatology,65.098341463,31.442658537,33.286634146,374.0,410.0
1598962482,Logan,UT,Ophthalmology,47.423731343,33.023731343,34.924925373,67.0,67.0
1104592328,Washington,DC,Nurse Practitioner,93.079333333,52.154333333,65.529,14.0,30.0
1578559563,Berlin,MD,Anesthesiology,142.81916667,113.96666667,111.00833333,12.0,12.0
1093909962,Chicago,IL,Hospitalist,108.8637931,87.321793103,80.487103448,78.0,145.0
1821341041,Effingham,IL,Nurse Practitioner,41.886508314,30.125178147,31.146888361,297.0,421.0
1184739294,Rockford,IL,Physician Assistant,24.244347826,19.410869565,18.82,23.0,23.0
1134260664,San Francisco,CA,Diagnostic Radiology,64.869411765,51.749411765,44.77,17.0,17.0
1760028658,Savannah,GA,Physician Assistant,26.253333333,16.442142857,21.416190476,41.0,41.0
1164626248,Memphis,TN,Endocrinology,14.387777778,14.387777778,14.26,15.0,18.0
1639604879,Brookville,IN,Nurse Practitioner,24.568181818,24.568181818,14.13,22.0,22.0
1386787000,Tulsa,OK,Nurse Practitioner,72.641428571,37.303174603,41.385396825,31.0,63.0
1134268170,Baton Rouge,LA,Pathology,88.758644068,70.106101695,76.913050847,56.0,56.0
1780620526,San Juan Capistrano,CA,Clinical Laboratory,12.723858025,12.723858025,12.64,311.0,324.0
1801138334,Philadelphia,PA,Family Practice,2.94,2.94,2.94,11.0,15.0
1578568242,Idaho Falls,ID,Cardiology,23.070625,18.400625,19.27,16.0,16.0
1194771386,Port St Lucie,FL,Internal Medicine,42.473728814,42.473728814,42.121355932,61.0,118.0
1104091107,Boston,MA,Neurology,146.06578947,116.59578947,106.36,17.0,19.0
1992977888,Fresno,CA,Obstetrics & Gynecology,40.325961538,40.325961538,39.34,52.0,52.0
1467628644,Wilmington,NC,Radiation Oncology,37.013529412,29.563529412,30.12,32.0,34.0
1699757369,Geneva,IL,Pathology,19.102980132,14.936225166,14.094304636,128.0,143.0
1235240987,Santa Barbara,CA,Medical Oncology,159.41429474,120.76044211,104.42370526,108.0,475.0
1336670074,New York,NY,Obstetrics & Gynecology,99.108571429,64.860714286,59.125,11.0,14.0
1750557310,Bridgewater,NJ,Cardiology,20.092,15.22,13.9175,20.0,20.0
1396299731,Bowling Green,KY,Nurse Practitioner,16.209411765,16.209411765,16.2,17.0,17.0
1639221591,Evansville,IN,Physician Assistant,100.09714286,75.494285714,77.726666667,21.0,21.0
1053313452,Phoenix,AZ,Family Practice,127.35152174,127.35152174,129.89,46.0,46.0
1568436558,Shenandoah,TX,Internal Medicine,16.59515528,16.59515528,16.46,226.0,322.0
1083690325,Winston Salem,NC,Internal Medicine,37.427777778,37.427777778,39.2,18.0,18.0
1114123601,Roseburg,OR,Hematology-Oncology,13.994436782,11.178850575,11.365195402,92.0,434.0
1477841369,Tampa,FL,Diagnostic Radiology,225.85941176,180.90941176,176.15,17.0,17.0
1003991159,Cerritos,CA,Family Practice,175.16875,132.076875,121.65125,14.0,16.0
1053576058,Colorado Springs,CO,Cardiology,29.934878049,23.944878049,23.34,41.0,41.0
1679562219,Hollywood,FL,General Surgery,205.1916,163.7916,155.46,24.0,25.0
1285945253,Chattanooga,TN,Urology,119.67550725,86.311014493,92.986231884,62.0,69.0
1598140014,Farmington,MO,Orthopedic Surgery,113.48392857,84.376785714,97.034821429,51.0,56.0
1437362498,La Jolla,CA,Diagnostic Radiology,375.87923077,285.6,248.37461538,13.0,13.0
1427097138,Wilmington,NC,Family Practice,7.6726804124,7.6726804124,7.61,76.0,97.0
1265795223,Cartersville,GA,Interventional Radiology,17.801818182,14.20969697,14.65,33.0,33.0
1720065170,Round Rock,TX,Independent Diagnostic Testing Facility (IDTF),153.848,121.2835,125.621,20.0,20.0
1881995983,Tyler,TX,Cardiology,18.192941176,14.522941176,14.65,14.0,17.0
1104876499,South Plainfield,NJ,Cardiology,232.43679245,157.31792453,134.76641509,53.0,53.0
1003873068,Englewood,OH,Family Practice,62.233482143,62.233482143,129.89,112.0,112.0
1811940778,Redmond,OR,Optometry,82.368653846,65.760961538,81.305576923,30.0,52.0
1699766584,Annapolis,MD,Diagnostic Radiology,8.3510526316,6.3157894737,6.5684210526,16.0,16.0
1780902817,Lakeland,FL,Internal Medicine,70.497174447,53.722800983,53.493488943,151.0,407.0
1952317208,Pflugerville,TX,Family Practice,10.048181818,10.048181818,9.98,22.0,22.0
1194755280,Loma Linda,CA,Vascular Surgery,104.78,83.59,80.31,11.0,25.0
1083640700,Baltimore,MD,Diagnostic Radiology,392.87365079,302.0947619,279.92698413,63.0,63.0
1720135684,Columbus,OH,Diagnostic Radiology,10.756666667,6.9811111111,7.1151851852,27.0,27.0
1386869774,Du Bois,PA,Family Practice,42.316842105,21.311578947,22.006315789,19.0,19.0
1629495502,Liberty,MO,Hematology-Oncology,12.159444444,9.7483333333,10.31,15.0,46.0
1710185525,Philadelphia,PA,Neurosurgery,53.414736842,41.576842105,38.840263158,28.0,38.0
1013259357,West Hollywood,CA,Hospice and Palliative Care,104.06354839,78.713870968,73.688387097,45.0,62.0
1720280662,Bethlehem,PA,Orthopedic Surgery,1053.0253333,841.43533333,860.32,15.0,15.0
1508870874,Columbia,SC,Neurology,129.73,103.86,106.09,50.0,52.0
1639144314,Lincoln,NE,Orthopedic Surgery,155.45659091,113.06227273,122.16409091,44.0,44.0
1477643708,Peoria,IL,Rheumatology,44.340810811,33.353243243,32.264054054,22.0,29.0
1184603417,Bakersfield,CA,Emergency Medicine,74.304285714,57.801714286,55.614285714,35.0,35.0
1508028523,Bellaire,TX,Ophthalmology,279.19525307,222.30764225,221.70945615,102.0,508.0
1215931100,Saint Louis,MO,Neurosurgery,89.971818182,68.774090909,68.953181818,16.0,22.0
1710323241,Boston,MA,Endocrinology,197.71818182,143.03727273,132.2,11.0,11.0
1679512479,Tampa,FL,Interventional Cardiology,25.4725,20.4325,20.62,12.0,12.0
1124030168,Follansbee,WV,Physical Therapist in Private Practice,25.794,20.5474,22.1446,30.0,32.0
1215605217,Clinton Township,MI,Nurse Practitioner,108.85369863,81.897260274,80.760410959,62.0,73.0
1801426127,Winston Salem,NC,Physician Assistant,16.6922,16.6922,16.22,29.0,32.0
1497771828,Williamsville,NY,Chiropractic,39.004219409,27.585443038,28.017383966,53.0,237.0
1982109070,Raleigh,NC,Nurse Practitioner,25.48,25.48,14.13,41.0,41.0
1245282839,Charlotte,NC,Physician Assistant,105.27100917,76.283165138,78.941834862,192.0,218.0
1164488466,Wyomissing,PA,Hospitalist,192.16338983,153.64677966,155.36745763,59.0,59.0
1861420440,Birmingham,AL,Pulmonary Disease,191.34,153.06,155.46,12.0,12.0
1154604205,Detroit,MI,Physician Assistant,74.763846154,59.253846154,59.27,78.0,78.0
1114364106,Chicago,IL,Diagnostic Radiology,28.884015748,28.884015748,29.17,127.0,127.0
1568809820,Coeur D'alene,ID,Physical Therapist in Private Practice,8.4086069652,6.4327363184,6.8037313433,62.0,201.0
1255358743,Milwaukee,WI,Interventional Cardiology,123.49465116,89.46255814,92.657093023,71.0,86.0
1568460145,Lombard,IL,Nephrology,347.61492754,262.37652174,273.57898551,21.0,69.0
1962648410,Omaha,NE,Podiatry,148.60460317,118.52460317,128.88,11.0,63.0
1669642195,Fort Myers,FL,Speech Language Pathologist,77.331016043,61.609144385,60.452165775,27.0,374.0
1477685907,Menlo Park,CA,Dermatology,914.38785714,721.64714286,597.64214286,14.0,14.0
1326268475,Plymouth Meeting,PA,Ophthalmology,43.541859448,32.468567132,30.064217938,2094.0,7314.0
1497787642,Chandler,AZ,Cardiology,125.81398098,86.188600543,87.748637908,1723.0,2944.0
1679599658,Federal Way,WA,Internal Medicine,16.528,13.228,11.94,12.0,15.0
1891786968,Layton,UT,Family Practice,2.9605263158,2.9605263158,2.94,19.0,19.0
1912346461,Tualatin,OR,Physical Medicine and Rehabilitation,0.1181744604,0.0882643885,0.0908633094,94.0,135.0
1891036463,Elk Grove Village,IL,Occupational Therapist in Private Practice,42.797142857,32.664642857,30.991428571,21.0,21.0
1578542882,Chicago,IL,Orthopedic Surgery,50.119423077,35.321346154,32.983974359,119.0,119.0
1184967218,Columbia,MO,Orthopedic Surgery,79.726621622,59.593378378,63.074459459,74.0,74.0
1326078320,Maplewood,NJ,Diagnostic Radiology,40.660084388,40.660084388,33.689198312,428.0,428.0
1316104250,San Antonio,TX,Nurse Practitioner,81.786354167,44.907083333,45.954583333,62.0,96.0
1831211705,Edinburg,TX,Cardiology,21.354891304,13.414891304,13.496521739,92.0,92.0
1316118896,Evanston,IL,Pathology,38.561866667,30.791813333,29.229706667,204.0,229.0
1447358254,Tucker,GA,Physician Assistant,109.1636,56.818,56.7488,22.0,25.0
1306957287,Nashua,NH,Internal Medicine,93.690663265,63.963928571,61.481377551,91.0,196.0
1083210678,Lisle,IL,Nurse Practitioner,50.47,33.782380952,31.62047619,11.0,21.0
1528375284,Sumner,WA,Nurse Practitioner,28.332682927,19.01,20.232926829,30.0,41.0
1760405567,Jacksonville,FL,Physician Assistant,94.492671756,67.006641221,67.791679389,262.0,262.0
1487046181,Rolla,MO,Physician Assistant,102.69066265,52.896927711,58.305060241,138.0,166.0
1376660613,Framingham,MA,Optometry,123.85691729,78.692556391,80.995112782,131.0,133.0
1245279090,Chattanooga,TN,Allergy/ Immunology,7.4154320988,5.9069135802,6.8069272977,35.0,35.0
1396934188,Santa Maria,CA,Cardiology,80.194782609,64.393043478,61.976956522,23.0,23.0
1598728032,Dallas,TX,Vascular Surgery,213.20083333,155.73416667,161.87333333,12.0,12.0
1548451677,Lafayette,LA,Clinical Cardiac Electrophysiology,6.614375,6.614375,6.57,122.0,160.0
1457300857,Orland Park,IL,Critical Care (Intensivists),132.60125,103.955,100.3775,43.0,56.0
1932109295,Arcadia,CA,Neurology,71.529122807,55.774093567,51.665438596,86.0,171.0
1285611764,Houston,TX,Internal Medicine,38.829,38.829,37.31,20.0,20.0
1487741575,New York,NY,Neurology,44.386,35.436,30.39,13.0,15.0
1023368206,Fort Wayne,IN,Physician Assistant,57.56125,45.91125,48.66,16.0,16.0
1700994597,Sacramento,CA,Physician Assistant,147.63790123,110.66567901,106.15975309,81.0,81.0
1821316845,Orlando,FL,Diagnostic Radiology,8.9625,7.1625,7.05,32.0,32.0
1407887128,Boca Raton,FL,Nephrology,8.9230769231,8.9230769231,8.84,11.0,13.0
1558334490,Tacoma,WA,Orthopedic Surgery,1291.4003922,1022.8386275,1057.3627451,51.0,51.0
1659552677,Starkville,MS,Diagnostic Radiology,63.001428571,45.141142857,45.278,34.0,34.0
1467406322,Hastings,NE,Diagnostic Radiology,103.69263566,81.141472868,84.14496124,127.0,129.0
1669499828,Sylva,NC,Mass Immunizer Roster Biller,21.009166667,21.009166667,21.009166667,12.0,12.0
1760487920,Fayetteville,GA,Cardiology,100.2491716,80.24739645,80.32,94.0,169.0
1760629034,Summit,NJ,Emergency Medicine,83.7590625,62.773125,53.6715625,32.0,32.0
1669446753,Virginia Beach,VA,Family Practice,11.193333333,8.2522222222,8.2937037037,27.0,27.0
1043509920,Santa Rosa,CA,Internal Medicine,58.913333333,47.103333333,42.06,37.0,39.0
1265459580,Winchester,KY,Mass Immunizer Roster Biller,36.037356322,36.037356322,39.2,87.0,87.0
1912092115,Hagerstown,MD,Cardiology,14.87,11.85,11.39,24.0,24.0
1205837887,Norwood,MA,Internal Medicine,101.41291667,74.65625,66.597583333,110.0,120.0
1891765061,Knoxville,TN,Diagnostic Radiology,36.856363636,26.75,26.672727273,44.0,44.0
1134141864,Davenport,IA,Mass Immunizer Roster Biller,23.93828125,23.93828125,16.62,64.0,64.0
1376527630,Burlington,MA,Pulmonary Disease,8.5454545455,6.3187878788,6.0168181818,123.0,132.0
1992943450,Charlottesville,VA,Hospitalist,102.04340741,78.301037037,76.999222222,151.0,270.0
1093715864,Palos Heights,IL,Diagnostic Radiology,129.86384615,103.68384615,96.86,13.0,13.0
1649260019,West Homestead,PA,Ambulance Service Provider,283.61285714,205.86892857,202.66607143,28.0,28.0
1750357265,Dubuque,IA,Family Practice,68.212,68.212,68.081,49.0,50.0
1730260183,Ann Arbor,MI,Pathology,27.852612613,21.247387387,21.035765766,43.0,43.0
1376521567,Wichita Falls,TX,Internal Medicine,17.757451737,17.757451737,18.31,259.0,259.0
1770502544,Hinsdale,IL,Clinical Cardiac Electrophysiology,22.586923077,18.066923077,17.09,13.0,13.0
1922275411,Napa,CA,Pain Management,740.5713,578.8274,499.1217,96.0,100.0
1487624383,Livonia,MI,Internal Medicine,91.692975207,56.179752066,56.116735537,102.0,242.0
1700890274,Bainbridge,GA,Internal Medicine,3.4265517241,3.4265517241,3.41,20.0,29.0
1508975533,Augusta,GA,Diagnostic Radiology,84.352938776,63.438897959,63.505020408,222.0,245.0
1225033897,Cincinnati,OH,Emergency Medicine,71.983214286,57.515357143,57.303928571,27.0,28.0
1073787909,Killeen,TX,Pain Management,146.45416667,116.91916667,120.895,17.0,24.0
1598064909,Las Vegas,NV,Ophthalmology,91.151481481,67.48037037,65.824074074,46.0,54.0
1811073364,Riverton,WY,Family Practice,9.5923255814,9.5923255814,9.52,99.0,172.0
1679898381,Irving,TX,Physician Assistant,109.77333333,78.560903955,77.671129944,92.0,177.0
1811940901,Santa Barbara,CA,Diagnostic Radiology,91.843207547,71.897735849,66.346415094,52.0,53.0
1144480963,Canton,GA,Pulmonary Disease,26.918333333,21.468333333,21.43,12.0,12.0
1467526442,Birmingham,AL,Medical Oncology,17.7145,13.777,14.847,11.0,40.0
1285608976,Park Ridge,IL,Cardiology,12.66625,10.10625,10.04,31.0,32.0
1902986227,Butte,MT,Orthopedic Surgery,47.921044776,34.536119403,34.359552239,53.0,67.0
1053317149,Murfreesboro,TN,Plastic and Reconstructive Surgery,155.718,114.896,123.99866667,15.0,15.0
1528084068,Shreveport,LA,Diagnostic Radiology,39.40704698,29.81147651,29.153758389,140.0,147.0
1427295039,Middle Village,NY,Physical Therapist in Private Practice,97.714285714,71.626326531,74.151428571,45.0,49.0
1134153794,Kingwood,TX,Cardiology,14.450319489,10.410031949,10.299728435,318.0,626.0
1831363829,Columbus,OH,Emergency Medicine,123.01868421,103.67657895,101.67210526,38.0,38.0
1346512407,East Point,GA,Certified Registered Nurse Anesthetist (CRNA),111.10590909,88.691363636,88.440454545,19.0,22.0
1194249524,Mount Horeb,WI,Nurse Practitioner,45.299347826,33.529565217,35.842173913,40.0,46.0
1548536436,Springfield,NJ,Vascular Surgery,16.292857143,16.292857143,15.26,12.0,21.0
1851726905,Tucson,AZ,Optometry,75.033076923,45.939230769,46.884615385,13.0,13.0
1871866376,Murfreesboro,TN,Physician Assistant,1.1546428571,0.8576785714,0.855,13.0,14.0
1659520229,Milwaukee,WI,Internal Medicine,96.883846154,76.608,81.603230769,62.0,65.0
1720069545,Nashua,NH,Urology,102.98177215,76.271265823,66.56278481,122.0,158.0
1619979101,Lufkin,TX,Gastroenterology,81.726046512,63.556976744,67.905348837,43.0,43.0
1366442022,Lancaster,PA,Internal Medicine,102.51545455,81.995454545,82.48,11.0,11.0
1588001432,Sarasota,FL,Interventional Cardiology,3.100625,2.490625,2.44,48.0,48.0
1154370781,Anchorage,AK,Diagnostic Radiology,27.5628,16.982,13.8764,21.0,21.0
1821032863,Provo,UT,Radiation Oncology,27.475294118,20.598823529,20.321764706,34.0,34.0
1922566330,Kansas City,KS,Physician Assistant,115.55673913,79.275130435,85.85273913,145.0,230.0
1376603712,Kansas City,KS,Family Practice,27.463076923,27.463076923,16.62,26.0,26.0
